drift,unbalance,type,alg,F1_0,F1_1,F1_0_std,F1_1_std
sea_P(y),2,sudden,OOB,88.67243128956551,78.15952657200968,0.1592588124937373,0.25409781198233683
sea_P(y),2,sudden,ESOS_ELM,83.17549639059303,59.90298303511673,0.12494987171571446,0.2476500896603261
sea_P(y),2,sudden,improved_UOB,88.59884063272564,78.18461046494168,0.10909840352740992,0.1573971062675123
sea_P(y),2,sudden,WEOB2,88.59884063272564,78.18461046494168,0.10909840352740992,0.1573971062675123
sea_P(y),2,sudden,UOB,88.30989073271286,77.27620494002743,0.3933569680378237,0.7967827713508328
sea_P(y),2,sudden,CSMOTE,87.55036833321813,75.46315116803383,1.4210854715202004e-14,0.0
sea_P(y),2,sudden,RebalanceStream,88.0431591815061,78.05062216597129,0.0,0.0
sea_P(y),2,incremental,improved_OOB,89.02147351382196,79.13652263906384,0.08738307901870772,0.10519265898752765
sea_P(y),2,incremental,WEOB1,88.89554386448465,78.93685236889507,0.07624595628510128,0.07920371862581604
sea_P(y),2,incremental,OOB,88.72028774796622,78.58358970233577,0.1475591706457592,0.21232507452099797
sea_P(y),2,incremental,ESOS_ELM,83.40498458798778,60.895310290665336,0.134686561542897,0.22499621784421045
sea_P(y),2,incremental,improved_UOB,88.57470925357613,78.39657352773362,0.09729497372077822,0.08777350019239007
sea_P(y),2,incremental,WEOB2,88.57470925357613,78.39657352773362,0.09729497372077822,0.08777350019239007
sea_P(y),2,incremental,UOB,88.35869200036282,77.73532493618164,0.39113777041947834,0.7406834531047023
sea_P(y),2,incremental,CSMOTE,83.40359906546199,68.35593162281609,0.0,1.4210854715202004e-14
sea_P(y),2,incremental,RebalanceStream,88.08755164802572,78.35279399237011,0.0,1.4210854715202004e-14
sea_P(y),4,incremental,improved_OOB,86.63127908469434,81.45621719062338,0.09082872023277659,0.08200641233678878
sea_P(y),4,incremental,WEOB1,86.55146535397908,81.43572407125252,0.08056649660686399,0.05983544614483621
sea_P(y),4,incremental,OOB,86.28423330397683,81.10494114341618,0.13570355471816284,0.12219382296815329
sea_P(y),4,incremental,ESOS_ELM,81.10963899208987,64.93278613126213,0.09534162373768597,0.07019416130006463
sea_P(y),4,incremental,improved_UOB,86.29868541456334,81.1993026195706,0.11270496770457811,0.08257912888379329
sea_P(y),4,incremental,WEOB2,86.29868541456334,81.1993026195706,0.11270496770457811,0.08257912888379329
sea_P(y),4,incremental,UOB,86.01074409185455,80.81966786795442,0.33423480074310274,0.3146425755027835
sea_P(y),4,incremental,CSMOTE,85.18283156311938,79.84200490012235,1.4210854715202004e-14,0.0
sea_P(y),4,incremental,RebalanceStream,85.6340363339144,80.63248102991636,1.4210854715202004e-14,0.0
sea_P(y),4,sudden,improved_OOB,86.59308626620177,81.38606200019454,0.08860428758850081,0.07606429974128603
sea_P(y),4,sudden,WEOB1,86.51940828145763,81.37002310558128,0.07079772752197871,0.03514116828407393
sea_P(y),4,sudden,OOB,86.23144702826269,81.00920479901349,0.1521253316746192,0.13682690610282877
sea_P(y),4,sudden,ESOS_ELM,80.90167979737495,64.40669375649188,0.1563449076213186,0.12691441874001186
sea_P(y),4,sudden,improved_UOB,86.279998639661,81.14593522127925,0.09994045183230985,0.061996766259808864
sea_P(y),4,sudden,WEOB2,86.279998639661,81.14593522127925,0.09994045183230985,0.061996766259808864
sea_P(y),4,sudden,UOB,85.97028353574777,80.74162993751013,0.35286222514399207,0.3319399252776126
sea_P(y),4,sudden,CSMOTE,85.26684173493076,79.82031913048458,1.4210854715202004e-14,0.0
sea_P(y),4,sudden,RebalanceStream,85.54249963137309,80.51064397276579,0.0,1.4210854715202004e-14
sea_P(y_x),1,sudden,improved_OOB,91.69772444871555,54.35686155111023,0.06617767824791784,0.10960976127715014
sea_P(y_x),1,sudden,WEOB1,91.44075982296636,52.048493482043156,0.10172487402152942,0.20983848680479222
sea_P(y_x),1,sudden,OOB,91.28554609899174,54.06954232632129,0.06792386566684683,0.23741274987919764
sea_P(y_x),1,sudden,ESOS_ELM,90.32753314309004,38.89022071062435,0.12213821062798581,0.25245131967327783
sea_P(y_x),1,sudden,improved_UOB,88.0894745921025,41.96568093405379,0.29140203731728215,0.3371484209423456
sea_P(y_x),1,sudden,WEOB2,88.0894745921025,41.96568093405379,0.29140203731728215,0.3371484209423456
sea_P(y_x),1,sudden,UOB,87.4553830333892,41.243024928452,0.3198069204138709,0.39210379124209593
sea_P(y_x),1,sudden,CSMOTE,90.18405671499679,43.10084877780225,0.0,0.0
sea_P(y_x),1,sudden,RebalanceStream,95.2750801450054,33.19826849293513,0.0,0.0
sea_P(y_x),1,incremental,improved_OOB,91.8717267757029,54.052491580431,0.03796987724058475,0.10202433531310393
sea_P(y_x),1,incremental,WEOB1,91.55605492385934,52.09612279088308,0.07742579842163878,0.1747244408232034
sea_P(y_x),1,incremental,OOB,91.37698384637233,53.73624839266351,0.06823618939490657,0.21875044921577494
sea_P(y_x),1,incremental,ESOS_ELM,90.01224437071832,38.3903716765454,0.12446790237215538,0.26790319892927844
sea_P(y_x),1,incremental,improved_UOB,88.16627437703218,42.69231168710039,0.2830773092628447,0.2957152550692096
sea_P(y_x),1,incremental,WEOB2,88.16627437703218,42.69231168710039,0.2830773092628447,0.2957152550692096
sea_P(y_x),1,incremental,UOB,87.40512978367288,41.854037497181494,0.45189409869223246,0.5935260394741358
sea_P(y_x),1,incremental,CSMOTE,90.01179063632938,42.63712161194884,1.4210854715202004e-14,0.0
sea_P(y_x),1,incremental,RebalanceStream,95.29331355138376,34.03916390851408,0.0,0.0
sea_P(y_x),3,incremental,improved_OOB,87.51768210968295,74.07251874781257,0.04915478106211666,0.09288466799831271
sea_P(y_x),3,incremental,WEOB1,87.12732101456369,73.55361930155286,0.06290561194490815,0.16171970819894435
sea_P(y_x),3,incremental,OOB,86.68384185638686,73.83827251832187,0.09281306769300585,0.1162745516180673
sea_P(y_x),3,incremental,ESOS_ELM,84.7010059522644,57.99015080487101,0.04644992213442758,0.08338726406964421
sea_P(y_x),3,incremental,improved_UOB,86.03942062474441,71.98571180879547,0.15211288338191054,0.23721342627242265
sea_P(y_x),3,incremental,WEOB2,86.03942062474441,71.98571180879547,0.15211288338191054,0.23721342627242265
sea_P(y_x),3,incremental,UOB,83.99273192444149,70.48723070105572,0.26849060243369555,0.34277679484725554
sea_P(y_x),3,incremental,CSMOTE,86.58362430162813,71.93065740234474,0.0,1.4210854715202004e-14
sea_P(y_x),3,incremental,RebalanceStream,87.07612268334974,69.53228847083304,1.4210854715202004e-14,0.0
sea_P(y_x),3,sudden,improved_OOB,87.49287943834955,74.081723287091,0.05031895080906229,0.13156345989131546
sea_P(y_x),3,sudden,WEOB1,87.11110325994204,73.55555566839715,0.06960466229101182,0.09529128981902146
sea_P(y_x),3,sudden,OOB,86.6572244185945,74.05502164240713,0.11487195480778659,0.16715339412640712
sea_P(y_x),3,sudden,ESOS_ELM,84.79403516037253,57.759282303624595,0.06566636622789333,0.24868827857715298
sea_P(y_x),3,sudden,improved_UOB,85.97145564748999,71.94039516446858,0.12299572719453984,0.16835926246285723
sea_P(y_x),3,sudden,WEOB2,85.97145564748999,71.94039516446858,0.12299572719453984,0.16835926246285723
sea_P(y_x),3,sudden,UOB,83.98505189700492,70.50975566680344,0.28283116159574984,0.32257642547810766
sea_P(y_x),3,sudden,CSMOTE,86.69688777109717,72.3666060783571,0.0,0.0
sea_P(y_x),3,sudden,RebalanceStream,87.01908430405003,69.6256748330425,0.0,0.0
sea_P(y_x),2,sudden,improved_OOB,89.49212855624594,67.42236547336847,0.07918236947559237,0.2828625480169555
sea_P(y_x),2,sudden,WEOB1,89.03653840881802,66.23990415222262,0.05439847088603993,0.1413596029121977
sea_P(y_x),2,sudden,OOB,89.05169096636709,67.60023773403553,0.11016894787460252,0.15947064740047145
sea_P(y_x),2,sudden,ESOS_ELM,87.87794626313118,51.611052301732265,0.08155355649791722,0.23031603843222442
sea_P(y_x),2,sudden,improved_UOB,87.13306623659503,62.270556863842685,0.08601681848617089,0.16193090032910948
sea_P(y_x),2,sudden,WEOB2,87.13306623659503,62.270556863842685,0.08601681848617089,0.16193090032910948
sea_P(y_x),2,sudden,UOB,85.5535162837385,60.71567821796425,0.2571918499525339,0.34108332922639584
sea_P(y_x),2,sudden,CSMOTE,87.80857763638646,62.4087941866052,1.4210854715202004e-14,0.0
sea_P(y_x),2,sudden,RebalanceStream,90.84817739086591,49.69881371712363,1.4210854715202004e-14,7.105427357601002e-15
sea_P(y_x),2,incremental,improved_OOB,89.39541309620893,67.32424726335915,0.04927657490122596,0.19428687378386292
sea_P(y_x),2,incremental,WEOB1,88.94851041901809,66.13815029269874,0.03919434706104363,0.13981757690960203
sea_P(y_x),2,incremental,OOB,88.94604562940656,67.34333331433585,0.1111994988180332,0.22394714683321285
sea_P(y_x),2,incremental,ESOS_ELM,87.54162643112556,51.675839884918844,0.04220990514011181,0.10243220064740322
sea_P(y_x),2,incremental,improved_UOB,87.35705129426375,62.41733144355295,0.09138074864071898,0.20616331432099075
sea_P(y_x),2,incremental,WEOB2,87.35705129426375,62.41733144355295,0.09138074864071898,0.20616331432099075
sea_P(y_x),2,incremental,UOB,85.5363217162968,60.760057852267245,0.14920399787568675,0.18463045304475553
sea_P(y_x),2,incremental,CSMOTE,87.46231358011173,60.99464766018574,1.4210854715202004e-14,7.105427357601002e-15
sea_P(y_x),2,incremental,RebalanceStream,90.91032302421948,51.31017005743174,0.0,0.0
sea_P(y_x),4,incremental,improved_OOB,85.12466031566586,78.41344690256099,0.09545168419604085,0.12166153350395992
sea_P(y_x),4,incremental,WEOB1,84.98298863074886,78.35939711782729,0.07211912940858552,0.11363300376070236
sea_P(y_x),4,incremental,OOB,84.57008848299014,78.73534056480187,0.0786164248453363,0.04965458437278671
sea_P(y_x),4,incremental,ESOS_ELM,81.09749597804496,61.94277162365379,0.07774553311777856,0.1473689306903774
sea_P(y_x),4,incremental,improved_UOB,84.40567660411598,77.79572365055469,0.12005424994550784,0.09456618404735576
sea_P(y_x),4,incremental,WEOB2,84.40567660411598,77.79572365055469,0.12005424994550784,0.09456618404735576
sea_P(y_x),4,incremental,UOB,83.51914773883523,77.190298284909,0.1983984510361032,0.09912395765672612
sea_P(y_x),4,incremental,CSMOTE,84.28894602420338,77.07298251449694,0.0,0.0
sea_P(y_x),4,incremental,RebalanceStream,84.17771598763468,76.50946680236791,0.0,0.0
sea_P(y_x),4,sudden,improved_OOB,85.07743469913888,78.35570809709802,0.12522870703633168,0.13770278670615754
sea_P(y_x),4,sudden,WEOB1,84.92697818171555,78.27318550624632,0.09931398939557723,0.10065846072778623
sea_P(y_x),4,sudden,OOB,84.74041941764753,79.27657367425162,0.09609373950712512,0.13035226345606038
sea_P(y_x),4,sudden,ESOS_ELM,81.21121484849324,61.83718447652819,0.13304783999649403,0.43671506856092895
sea_P(y_x),4,sudden,improved_UOB,84.31262601840002,77.63836475313829,0.12699343402872157,0.16761824608119805
sea_P(y_x),4,sudden,WEOB2,84.31262601840002,77.63836475313829,0.12699343402872157,0.16761824608119805
sea_P(y_x),4,sudden,UOB,83.15382120034704,77.68755868442571,0.2577426382059091,0.19984635146508647
sea_P(y_x),4,sudden,CSMOTE,84.36629003563084,77.88115345992912,0.0,0.0
sea_P(y_x),4,sudden,RebalanceStream,84.26079458473279,77.05709044101523,1.4210854715202004e-14,0.0
sea_P(x_y),1,sudden,improved_OOB,94.81985732593597,62.91423137356967,0.08527784324270173,0.587764989455962
sea_P(x_y),1,sudden,WEOB1,92.75260764368718,57.045990490020344,0.14180131102708704,0.4063945263918887
sea_P(x_y),1,sudden,OOB,94.03306889377752,60.46960687460472,0.07830382537808057,0.2886985976156273
sea_P(x_y),1,sudden,ESOS_ELM,92.71794955463612,44.69159079693999,0.13409215619783954,0.39497869333787483
sea_P(x_y),1,sudden,improved_UOB,88.17297709531763,46.00493719647023,0.18569751570760165,0.4141176957103173
sea_P(x_y),1,sudden,WEOB2,88.17297709531763,46.00493719647023,0.18569751570760165,0.4141176957103173
sea_P(x_y),1,sudden,UOB,87.1901863837937,44.17483354047031,0.16866931774185867,0.31802079651259774
sea_P(x_y),1,sudden,CSMOTE,90.63654433359105,48.68540004602371,1.4210854715202004e-14,7.105427357601002e-15
sea_P(x_y),1,sudden,RebalanceStream,96.01050147334264,43.4374031441492,0.0,0.0
sea_P(x_y),1,incremental,improved_OOB,95.10331662121408,64.43043250645734,0.06854387836319102,0.2250326210997124
sea_P(x_y),1,incremental,WEOB1,93.18439617778833,59.34445887036876,0.15827681052066545,0.4271496279360444
sea_P(x_y),1,incremental,OOB,94.59895439759107,63.507605768401085,0.0920624691865384,0.33016087265212923
sea_P(x_y),1,incremental,ESOS_ELM,93.44581824196544,47.4062910684212,0.1304983596468409,0.4786650586294036
sea_P(x_y),1,incremental,improved_UOB,89.05415272371798,49.47952188809485,0.18469617958522908,0.6001060643251366
sea_P(x_y),1,incremental,WEOB2,89.05415272371798,49.47952188809485,0.18469617958522908,0.6001060643251366
sea_P(x_y),1,incremental,UOB,88.05859908354053,47.438428399650135,0.281969290307572,0.5262635325816236
sea_P(x_y),1,incremental,CSMOTE,90.43128986147323,47.61631756767902,0.0,0.0
sea_P(x_y),1,incremental,RebalanceStream,96.0112678651094,44.48629281636563,0.0,0.0
sea_P(x_y),3,incremental,improved_OOB,89.67784151239955,77.35850014371516,0.10642976167752397,0.12635326501176075
sea_P(x_y),3,incremental,WEOB1,88.90839370832782,76.75888758999153,0.09197718705151244,0.0926622163681576
sea_P(x_y),3,incremental,OOB,88.52960827067014,76.74119586498581,0.13721203190592485,0.1466297607523651
sea_P(x_y),3,incremental,ESOS_ELM,88.0553038993519,63.16245125551601,0.05273357318502889,0.12204260929417665
sea_P(x_y),3,incremental,improved_UOB,87.38440363314254,75.05304091046436,0.15584860739063022,0.1650319591342864
sea_P(x_y),3,incremental,WEOB2,87.38440363314254,75.05304091046436,0.15584860739063022,0.1650319591342864
sea_P(x_y),3,incremental,UOB,85.12976966951389,73.21966073158828,0.28532905414745446,0.17679743128331712
sea_P(x_y),3,incremental,CSMOTE,88.2312856377283,75.71962458613072,0.0,1.4210854715202004e-14
sea_P(x_y),3,incremental,RebalanceStream,90.28849149558532,75.3098607817004,1.4210854715202004e-14,1.4210854715202004e-14
sea_P(x_y),3,sudden,improved_OOB,87.35146099224471,75.20436792197356,0.1190063690551382,0.21083253939741103
sea_P(x_y),3,sudden,WEOB1,86.76471835315738,74.72872847432275,0.1395105537176674,0.1801729101815753
sea_P(x_y),3,sudden,OOB,86.77304939099942,75.49973922495954,0.1506216049919586,0.18539628524644935
sea_P(x_y),3,sudden,ESOS_ELM,85.8884554043187,59.842451783498724,0.08931116244668579,0.1537797892939582
sea_P(x_y),3,sudden,improved_UOB,85.7744204058292,73.54406558378817,0.18081243373472267,0.2033400475309767
sea_P(x_y),3,sudden,WEOB2,85.7744204058292,73.54406558378817,0.18081243373472267,0.2033400475309767
sea_P(x_y),3,sudden,UOB,83.92189381947132,72.25556005038172,0.3384139655091644,0.2408432640761717
sea_P(x_y),3,sudden,CSMOTE,86.66468617850663,74.45922201833909,0.0,0.0
sea_P(x_y),3,sudden,RebalanceStream,88.58078504828325,71.3874139386908,0.0,0.0
sea_P(x_y),2,sudden,improved_OOB,89.25584629458913,67.40676768844025,0.12286469214921981,0.20983556414061952
sea_P(x_y),2,sudden,WEOB1,88.26421022235658,66.35219440351686,0.1403055674214586,0.22740507648044408
sea_P(x_y),2,sudden,OOB,88.3637270422204,67.0973375718749,0.12720606668802603,0.159497660855853
sea_P(x_y),2,sudden,ESOS_ELM,88.75781439264287,53.64548037497762,0.10641175824786561,0.2584999693852473
sea_P(x_y),2,sudden,improved_UOB,86.84949911469218,64.27213391592718,0.2265734355924076,0.305512404260554
sea_P(x_y),2,sudden,WEOB2,86.84949911469218,64.27213391592718,0.2265734355924076,0.305512404260554
sea_P(x_y),2,sudden,UOB,85.11797981481378,62.33686882658317,0.3765564511760033,0.3901808429779089
sea_P(x_y),2,sudden,CSMOTE,85.48884379021173,59.909887978970346,0.0,0.0
sea_P(x_y),2,sudden,RebalanceStream,91.78702895372047,65.62699805000999,0.0,0.0
sea_P(x_y),2,incremental,improved_OOB,91.96443290831579,72.48420552002028,0.09497817186860953,0.1606621168841325
sea_P(x_y),2,incremental,WEOB1,90.77175449418512,70.72281016676725,0.13820224730615113,0.21273693638480487
sea_P(x_y),2,incremental,OOB,91.00712696558944,71.35428694434675,0.13635286835340857,0.20462365979119818
sea_P(x_y),2,incremental,ESOS_ELM,90.9681948856103,58.549582958364326,0.14568137722180835,0.3110180292507657
sea_P(x_y),2,incremental,improved_UOB,88.5023629595315,67.1766435022542,0.12705377198070317,0.14984778130334028
sea_P(x_y),2,incremental,WEOB2,88.5023629595315,67.1766435022542,0.12705377198070317,0.14984778130334028
sea_P(x_y),2,incremental,UOB,86.51642718121175,64.716037699126,0.28211007370823565,0.3103639147489435
sea_P(x_y),2,incremental,CSMOTE,88.31988189108077,64.70318799852669,0.0,0.0
sea_P(x_y),2,incremental,RebalanceStream,93.4194923168668,71.0474029044257,0.0,0.0
sea_P(x_y),4,incremental,improved_OOB,86.67115564366048,80.2656833409937,0.08154119761268411,0.11555547575009836
sea_P(x_y),4,incremental,WEOB1,86.31584692754483,80.11021180184203,0.06440606017191876,0.10262182563209764
sea_P(x_y),4,incremental,OOB,85.64590950860206,80.18631150548806,0.30684646604397536,0.3847223675002709
sea_P(x_y),4,incremental,ESOS_ELM,84.18592957093031,65.33890450942147,0.09272962754260687,0.1205294914303068
sea_P(x_y),4,incremental,improved_UOB,85.73911233242549,79.63650573177088,0.098130197449201,0.17412539949768346
sea_P(x_y),4,incremental,WEOB2,85.73911233242549,79.63650573177088,0.098130197449201,0.17412539949768346
sea_P(x_y),4,incremental,UOB,83.05853488881839,78.23646018410976,1.2435848065391293,0.3977238532877481
sea_P(x_y),4,incremental,CSMOTE,86.25404312703753,79.89471242907038,0.0,0.0
sea_P(x_y),4,incremental,RebalanceStream,86.29459723899376,79.27739604728643,0.0,0.0
sea_P(x_y),4,sudden,improved_OOB,85.32945716263154,80.20071556268702,0.06964138890065076,0.11750702825484262
sea_P(x_y),4,sudden,WEOB1,85.03420280811774,80.07278072266027,0.08336395044524443,0.10226123024908942
sea_P(x_y),4,sudden,OOB,85.00780106592542,80.6316176522663,0.28833334427326357,0.6494773298988507
sea_P(x_y),4,sudden,ESOS_ELM,82.156665971965,63.07493147914148,0.10855951250390937,0.1355807881368199
sea_P(x_y),4,sudden,improved_UOB,84.47200414248343,79.59116899373365,0.14005871940745815,0.17710020649442892
sea_P(x_y),4,sudden,WEOB2,84.47200414248343,79.59116899373365,0.14005871940745815,0.17710020649442892
sea_P(x_y),4,sudden,UOB,82.84451119964382,78.85508808853342,1.2502864269292793,0.3305475803013796
sea_P(x_y),4,sudden,CSMOTE,85.07405297603194,79.88058793603827,0.0,0.0
sea_P(x_y),4,sudden,RebalanceStream,84.81879140652168,78.68437856633656,0.0,0.0
sine_P(y),4,incremental,improved_OOB,99.12211863685984,98.86060942367737,0.04820698396159085,0.0680376684074671
sine_P(y),4,incremental,WEOB1,99.12219187323538,98.86081652986681,0.06693789172445809,0.08269552220548505
sine_P(y),4,incremental,OOB,99.08676543430091,98.80852054582662,0.07033579707101896,0.09457816757221177
sine_P(y),4,incremental,ESOS_ELM,92.29495692943225,80.04856651687525,0.041952983159201915,0.03599963985393891
sine_P(y),4,incremental,improved_UOB,98.94683882649991,98.6620251264861,0.056724623005777644,0.06873830859097285
sine_P(y),4,incremental,WEOB2,98.94683882649991,98.6620251264861,0.056724623005777644,0.06873830859097285
sine_P(y),4,incremental,UOB,99.08676543430091,98.80852054582662,0.07033579707101896,0.09457816757221177
sine_P(y),4,incremental,CSMOTE,98.73566779623847,98.44744572288502,1.4210854715202004e-14,1.4210854715202004e-14
sine_P(y),4,incremental,RebalanceStream,98.7618075415915,98.4729222713083,1.4210854715202004e-14,0.0
sine_P(y),4,sudden,improved_OOB,99.08354424426042,98.82058900182085,0.05588569403793814,0.07408752498467534
sine_P(y),4,sudden,WEOB1,99.10092860126346,98.83371359250212,0.056618438299040175,0.07371260930086876
sine_P(y),4,sudden,OOB,99.05580818217187,98.7764006430285,0.0823351976324663,0.10425630658043407
sine_P(y),4,sudden,ESOS_ELM,91.90757110734876,79.44700680952187,0.040907790634347824,0.02711799551246704
sine_P(y),4,sudden,improved_UOB,98.92064181478108,98.62765933922906,0.0501615663410288,0.06126225195123485
sine_P(y),4,sudden,WEOB2,98.92064181478108,98.62765933922906,0.0501615663410288,0.06126225195123485
sine_P(y),4,sudden,UOB,99.05580818217187,98.7764006430285,0.0823351976324663,0.10425630658043407
sine_P(y),4,sudden,CSMOTE,98.70281418136588,98.41591665531847,1.4210854715202004e-14,0.0
sine_P(y),4,sudden,RebalanceStream,98.72179298551985,98.43910120952476,0.0,0.0
sine_P(y),3,sudden,improved_OOB,99.23774387985314,98.70379350883975,0.023915098781745706,0.048026390485388294
sine_P(y),3,sudden,WEOB1,99.22782994186086,98.6377356606744,0.04354973798676693,0.07224905892649394
sine_P(y),3,sudden,OOB,99.0310878520934,98.38968262105111,0.05681841063660936,0.05520614331979297
sine_P(y),3,sudden,ESOS_ELM,93.84188876904781,79.35682898410052,0.08442044669252427,0.0549838957035993
sine_P(y),3,sudden,improved_UOB,98.86278632025612,98.10913095247649,0.0892281133410097,0.12744436043052043
sine_P(y),3,sudden,WEOB2,98.86278632025612,98.10913095247649,0.0892281133410097,0.12744436043052043
sine_P(y),3,sudden,UOB,98.89125033900413,98.1795331569544,0.23986137912053582,0.40584649556413827
sine_P(y),3,sudden,CSMOTE,98.11108194319175,97.92370188032712,1.4210854715202004e-14,1.4210854715202004e-14
sine_P(y),3,sudden,RebalanceStream,98.66515423004117,98.03018140736697,0.0,0.0
sine_P(y),3,incremental,improved_OOB,99.2836538546594,98.75592033735295,0.03560529577803922,0.054540020037003346
sine_P(y),3,incremental,WEOB1,99.26594636197079,98.69078824292045,0.04248200267761023,0.06981952660014376
sine_P(y),3,incremental,OOB,99.13896930508649,98.47016064613476,0.032808876601974235,0.047635439990092523
sine_P(y),3,incremental,ESOS_ELM,94.00238159942622,79.88588245152968,0.04168010977974578,0.02601924894113549
sine_P(y),3,incremental,improved_UOB,98.91363940188475,98.17554487522838,0.06307964363017034,0.10681816077462974
sine_P(y),3,incremental,WEOB2,98.91363940188475,98.17554487522838,0.06307964363017034,0.10681816077462974
sine_P(y),3,incremental,UOB,99.00304677495001,98.2661083100528,0.2713622038359214,0.4052040196405869
sine_P(y),3,incremental,CSMOTE,98.81876681198739,98.25406262293676,0.0,0.0
sine_P(y),3,incremental,RebalanceStream,98.76686260859196,98.10270943752856,0.0,0.0
sine_P(y),1,sudden,improved_OOB,98.75824733343481,97.41084487552243,0.05514360858819189,0.17956033405695263
sine_P(y),1,sudden,WEOB1,98.82987743874313,97.13198815541767,0.07053952884230012,0.22665829492727005
sine_P(y),1,sudden,OOB,98.94603749693869,97.1682336971852,0.09310983646096742,0.23461274523647807
sine_P(y),1,sudden,ESOS_ELM,94.16070990992786,76.85256496051791,0.3512767718079638,0.21546861520864247
sine_P(y),1,sudden,improved_UOB,97.3506634910249,92.71589852596455,0.2504750548803805,0.581974815913178
sine_P(y),1,sudden,WEOB2,97.3506634910249,92.71589852596455,0.2504750548803805,0.581974815913178
sine_P(y),1,sudden,UOB,97.8846148237086,92.82273959612026,0.15654562572779862,0.7746152897061941
sine_P(y),1,sudden,CSMOTE,95.1037404216498,90.95565798916955,0.0,1.4210854715202004e-14
sine_P(y),1,sudden,RebalanceStream,95.0206944931949,94.1025458740569,0.0,0.0
